Nota(duracao, frequencia, amplitude)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
